"id";"year";"branching_group";"Age";"AREA";"PV";"cash_flow";"BA";"V";"Harvested_V_log";"Harvested_V_pulp";"V_total_deadwood";"DEVEL_CLASS";"SC";"SOIL_CLASS";"PEAT";"H_dom";"D_gm";"MAIN_SP";"CAPERCAILLIE";"HAZEL_GROUSE";"THREE_TOED_WOODPECKER";"LESSER_SPOTTED_WOODPECKER";"LONG_TAILED_TIT";"SIBERIAN_FLYING_SQUIRREL";"COMBINED_HSI";"AGE_vol";"AGE_ba";"V_pine";"V_spruce";"V_Birch_1";"V_Birch_2";"V_populus";"V_Alnus_incana";"V_Alnus_glutinosa";"V_o_coniferous";"V_o_decidious";"quality";"Layers_lt_2m";"Layers_lt_5m";"Layers_lt_2m_N";"Layers_lt_5m_N";"name";"regime"
"1000000";2016;NA;82.6699981689453;0.0399999991059303;3680.716796875;0;13.9009275436401;77.2791900634766;0;0;0.778848111629486;4;5;1;1;11.5141038894653;13.9390888214111;1;0;0;0.00999999977648258;0.0199999995529652;0;0;0.0253588948398829;82.6699981689453;82.6699981689453;76.8036956787109;0.242639899253845;0.232859715819359;NA;NA;NA;NA;NA;NA;"even-aged";0;0;NA;NA;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2021;NA;87.6699981689453;0.0399999991059303;4077.71142578125;0;16.0201282501221;94.2025299072266;0;0;1.95050549507141;4;5;1;1;12.2624235153198;15.0256118774414;1;0;0;0.00999999977648258;0.0199999995529652;0;0;0.0288045909255743;87.6699981689453;87.6699981689453;93.6250915527344;0.288607358932495;0.288836807012558;NA;NA;NA;NA;NA;NA;"even-aged";1;1;1804.20703125;1804.20703125;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2026;NA;92.6699981689453;0.0399999991059303;4512.44775390625;0;18.1869239807129;112.67529296875;0;0;3.2551441192627;4;5;1;1;13.0532655715942;15.8883514404297;1;0;0;0.00999999977648258;0.0199999995529652;0;0;0.0330755151808262;92.4918614741797;92.6197836158961;111.996932983398;0.328373730182648;0.349982857704163;NA;NA;NA;NA;NA;NA;"even-aged";2;2;2158.80288696289;2158.80288696289;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2031;NA;97.6699981689453;0.0399999991059303;5088.0615234375;0;21.3955326080322;134.741256713867;0;0;4.47118473052979;4;5;1;1;13.8048944473267;16.7435150146484;1;0;0;0.0299999993294477;0.0199999995529652;0;0;0.0524496659636497;95.9083092078256;93.6923928723965;133.955291748047;0.370693534612656;0.415269017219543;NA;NA;NA;NA;NA;NA;"even-aged";1;2;354.595855712891;1729.25735473633;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2036;NA;102.669998168945;0.0399999991059303;5420.77734375;0;23.0439624786377;146.001647949219;0;0;5.83256435394287;5;5;1;1;14.3336019515991;17.6228733062744;1;0;0;0.0599999986588955;0.0299999993294477;0;0;0.0879596695303917;100.351155040488;97.2850410938524;145.100967407227;0.417129755020142;0.483544409275055;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;1342.75555419922;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2041;NA;107.669998168945;0.0399999991059303;5767.203125;0;24.5914878845215;157.531143188477;0;0;7.46234369277954;6;5;1;1;15.0567445755005;18.5710430145264;1;0;0;0.100000001490116;0.0299999993294477;0;0;0.127825289964676;105.048047567104;101.58652904001;156.498901367188;0.470246940851212;0.561986267566681;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;1080.02868652344;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2046;NA;112.669998168945;0.0399999991059303;6114.08349609375;0;26.0240230560303;169.042739868164;0;0;8.80076217651367;6;5;1;1;15.1414594650269;19.5483741760254;1;0;0;0.509999990463257;0.0299999993294477;0;0;0.518949687480927;109.905533100828;106.345692890354;167.951232910156;0.527461171150208;0.564049363136292;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;884.300247192383;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2051;NA;117.669998168945;0.0399999991059303;6407.1875;0;27.0497055053711;179.413436889648;0;0;10.0520801544189;6;5;1;1;15.2194747924805;20.5646686553955;1;0;0;0.850000023841858;0.0299999993294477;0;0;0.849693357944489;115.329807087556;112.250913139419;178.259979248047;0.590479016304016;0.56298041343689;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;719.203437805176;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2056;NA;122.669998168945;0.0399999991059303;6698.27099609375;0;28.0102710723877;189.784454345703;0;0;11.2195148468018;6;5;1;1;15.2881698608398;21.3438701629639;1;0;0;0.939999997615814;0.0299999993294477;0;0;0.941533327102661;120.831651113052;118.338749187543;188.584762573242;0.641626834869385;0.558024883270264;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;572.260772705078;"RCP85_p_SA_1-300_l3";"SA"
"1000000";2061;NA;127.669998168945;0.0399999991059303;6997.6669921875;0;28.9802436828613;200.294036865234;0;0;12.6793012619019;6;5;1;1;15.4414024353027;22.1408290863037;1;0;0;1;0.0299999993294477;0;0;0.999002039432526;126.271790442208;124.321156364892;199.052062988281;0.69628918170929;0.545690476894379;NA;NA;NA;NA;NA;NA;"even-aged";0;2;NA;443.613189697266;"RCP85_p_SA_1-300_l3";"SA"
